course;review;rate
Entrenamiento completo en Data Science con Python 2021;"El Curso esta muy bien  sin embargo no responden a las preguntas.  lo cual es primordial en el proceso de aprendizaje.
Solo he tenido dos preguntas  de las cuales me han respondido solo una  la otra tendré que investigarla por mi cuenta.
Si dedicáis tiempo a responder preguntas  que para eso es una academia   en el próximo curso con vosotros tendréis un 5 de mi parte.";Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Excelente curso que combina la teoría con la práctica. He podido aclarar muchos conceptos que antes del curso  lo manejaba talvez de una manera intuitiva. Favor enviarme el link para el prometido curso de Tableau cuando lleguemos a la mitad del curso.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Muy recomendable  el contenido es bastante completo y la expliccaion y las practicas son claras y facil de comprender!;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;El curso es excelente tomando en cuenta precio /contenido ??;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Me ha gustado mucho el curso  bien explicado y con ejemplos!!!;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Cada día está más interesante el Curso entre temas estadísticos combinados con programación en Python.;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;Estoy muy contento con este curso  la calidad   simplicidad  la increíble pedagogía  sumado a una presentación interactiva  los cuestionarios y clases practicas convierten  este curso  tan bueno como uno presencial.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;"El contenido como tal del curso es bastante bueno  sin embargo hay muchas explicaciones ambiguas y como hace mas de 5 meses que dejaron de contestar preguntas pues vas tu solo a la deriva entendiéndolo.
También algunos de los recursos sobre todo en la parte de estadística están mal hechos  con errores que dijeron (hace 5 meses) que iban a corregir y no lo hacen. Inclusive algunos PDF´s vienen originalmente en inglés  lo tachan y sobreponen el texto en español  esto hace que se sienta una total falta de compromiso y trabajo por parte del creador a la hora de tomar el curso.";Calificación: 2 5 de 5
Entrenamiento completo en Data Science con Python 2021;Creo que se necesita haber hecho otro curso antes sobre redes neuronales y python  pues si no se queda un poco corto y confuso. Python es usado de forma que alguien sin conocimiento se perdería (incluso haciendo la primera parte del curso)  y las redes neuronales se pasan de forma muy concreta con tan solo dos problemas. Los ejercicios son más bien banales  y no dan espacio a practicar mejor las redes neuronales (por ejemplo  se podría pedir al alumno hacer un modelo desde 0 con un set de datos  y guiarlo en la libreta).;Calificación: 3 0 de 5
Entrenamiento completo en Data Science con Python 2021;Muy interesante. No me esperaba una introducción que haga hincapié en diferenciar conceptos que se mezclan habitualmente. Teoría abundante.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Voy mas de la mitad del curso  y me ha parecido de lo mejor  muy intuitivo y con ejemplos claros  estoy muy satisfecho con este curso.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;La presentación es muy buena. Son videos cortos pero gracias a los gráficos y presentaciones tienen mucho detalle.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Voy por el 50% del curso y realmente es muy útil la sección de Python donde explica su utiliacion. Un curso muy completo. Sin perdida alguna ningún modulo..;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;muy buena experiencia  estoy practicamente entrando al mundo de la estadistica con muy buena explicacion;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Un actuario o alguien que estudia estadística no es un científico de datos. Tiene una base(10%) para serlo  pero tiene una de las tantas. El modulo estadístico va bien hasta cierta parte. El de machine learning va muy por arriba y no da buen enfoque ni buena base. Creo que la idea es buena pero esta mal planteada. La parte mas divertida es la de redes neuronales.;Calificación: 2 5 de 5
Entrenamiento completo en Data Science con Python 2021;En general el curso me pareció excelente por su temario y por las explicaciones  la única razón por la que no pongo 5 estrellas es por el material (exceles y algunos videos) que no se encuentra siempre y que puede pasar mucho tiempo de respuesta a las preguntas;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;Excelente curso!! Muy didáctico.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Tomé este curso por una recomendación de otra persona. Tenía expectativas moderadas considerando otras experiencias  pero las ha superados notoriamente. Las explicaciones son muy didácticas y el formato derriba el mito de la complejidad de estos temas. Para partir o repasar cosas vistas hace mucho tiempo es altamente recomendable y deja listo para abordar cursos mas complejos;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Fue un excelente curso ya que te abre un camino muy completo para sumergirse en el mundo de la ciencias de datos con temas de investigación actual y casos prácticos para resolver problemas en el mundo laboral. Muy satisfecho y recomendado si quieres aprender de ciencias de datos desde la estadística descriptiva hasta la programación de redes neuronales profundas.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Excelente curso  muy bien explicado y con un gran contenido que permite visualizar mas claramente cada capitulo. Solo como recomendación vale la pena agregar información de cada tema como apuntes para repasar conceptos.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;"Fantástico. De cero  a conseguir hacer cosas... enhorabuena equipo!!!
Confío que pronto añadáis cursos a vuestro portfolio en español!!";Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Curso genial para quienes quieran introducirse en el mundo de la ciencia de datos  recomiendo ya saber usar python ya que es muy poco lo que se da sobre el lenguaje en si.;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;El curso está muy bien. Es una gran introducción al mundo del Data Science. Lo único que propongo a mejorar del mismo es la velocidad de respuesta de los profesores. Han tardado 1 mes en contestarme una duda que me dejó estancando en el curso sin poder avanzar porque era parte del software necesario para trabajar. En cuanto al resto  sin quejas. Lo recomiendo.;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;Es bueno el curso  pero a partir de prueba de hipótesis hay algunos errores en el material  levantas una pregunta y ya nadie te contesta nada.;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;empezó un poco aburrido  pero desde que entré a la programación me comenzó a llamar mucho la atención.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;"Excelente Curso 
Ampliamente recomendado para entender la estadística teórica mejor que en una universidad y  aplicándola con código ni se diga. Te explican detalladamente.";Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;¡Es un excelente curso!;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;De lo mejor que he visto en idioma español  para no sentirse abrumado en algún momento tener conocimientos científico técnicos anteriores es recomendable  pero no imprescindible  eso si exigirá un poco de esfuerzo en la comprensión analítica de algunos conceptos. Muy buen trabajo y un gran  pero gran esfuerzo en las presentaciones  todas animadas y muy interesantes.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Muy buen curso  bien dictado y con ejemplos que dan a entender la materia.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Es un curso recomendable. Hace un recorrido bastante amplio y sirve perfectamente como primer contacto con el tema en cuestión. Brinda herramientas útiles y crea una base que posibilita continuar por cuenta propia.;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Excelente material  muy explicativo y fácil de entender. Lo recomiendo totalmente.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;positiva y productiva. Espero encontrar sabiduría para aplicarlos;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;me ha ayudado a recordar conceptos que creía olvidados ademas de enseñarme muchas cosas nuevas sobre gestión y tratado de modelos y datos;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Es un extraordinario curso  muy bien explicado... fue mucho más allá de lo que esperaba.... comienza muy suavemente pero va subiendo la complejidad (hace un muy buen trabajo explicado de la forma más simple posible algo que puede ser muy difícil de entender en la primera revisión). En resumen  MUY recomendable;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Aun no lo termino  pero hasta ahora eh disfrutado mucho el curso  el contenido es muy claro y lleno de ejemplos  eso ayuda a mantener la concentracion y evitar confusion;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Es muy didáctico y fácil de entender  ideal si no tenes conocimientos previos;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Buen curso para principiantes. No entra demasiado en la teoría y da bastante ejemplos aclaratorios.;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;"He tomado cursos de este tipo y con este curso aclare dudas que tenia  muy buen curso y muy completo!!
Ademas da muy buenos tips y consejos  los felicito por tan arduo trabajo.";Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Un curso muy claro  didáctico y entretenido. 100% recomendable!!;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;El curso está muy bien organizado y es una muy buena introducción para quienes deseamos comenzar a entender lo que comprende la ciencia de datos  pues ofrece una mirada rápida y aplicada de todos los temas.;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Estoy en el tema de inferencia estadística y de verdad que el curso me está asombrando. A pesar de que tengo cierto conocimiento avanzado de estadística  la claridad y simplicidad en las explicaciones de todos los temas me está asombrando. Por supuesto que los conceptos iniciales de tratamiento de datos  son geniales. El curso vale muchísimo la pena...!!! Ampliamente recomendable.... Éxito...!!!;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Curso bastante completo y comprensible! Sobre todo interesante el empleo de las redes neuronales ... Ahora salgo de muchas dudas que no sabia como se hacían ciertas cosas!!!;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;Genial el Curso!!!;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;como introducción a la ciencia de datos es un excelente curso.;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;Muy buen curso. Esta cumpliendo con las expectativas.;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;De momento el curso esta bien explicado  me gustan las animaciones y lo conciso de la información. Esperemos avanzar mas para dar una opinión mas relevante.;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Muy completo  las explicaciones están excelentes y te llevan paso a paso en base a un programa que fortalece lo aprendido en cada uno de las anteriores lecciones;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;"Hasta ahora ha refrescado conocimientos básicos elementales  por lo que considero que ha sido efectivo tomar el curso.
Muy interesante todo lo que he visto hasta ahora";Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;supero mis expectativas  lo veré de nuevo;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Todavía no termino  pero hasta ahora es un curso espectacular....;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;muy buen curso hasta el momento;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;excelente curso  super claro en los contenidos;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Es el mejor curso que he realizado en Udemy hasta la fecha. Mis congratulaciones.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Magnífico y una gran elección por mi parte. Aunque no soy un profesional en la materia espero que el curso me sirva para conseguir una oportunidad en este área ya que lo he podido seguir sin problema gracias a lo bien que se visualizan y entienden todos y cada uno de los ejemplos. Mis felicitaciones y agradecimientos a todos lo que han participado en la preparación de esta formación  han hecho sin duda un gran trabajo!;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Hasta el momento a sido didáctica y de harto aprendizaje en base a los términos que hay que utilizar correctamente.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Excelente el curso  super recomendadísimo  supero mis expectativas en cuanto a contenido y a la facilidad para entender las cosas  además de un muy buen trabajo en el diseño de las clases a través de animaciones y casos prácticos. 11 sobre 10;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Si. fué una muy buena experiencia por que muestra de manera ordenada conceptos de la ciencia de datos. Y no abruman con tecnisismos.;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Bastante bien explicado hasta ahora  los ejercicios y explicación me han servido de mucho y no he tenido dificultades para realizarlos. A diferencia de otros cursos o certificaciones como Lean Six Sigma donde tenías que conseguir una licencia de Minitab este curso ha sido bastante amigable y fácil de entender;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;"Buen curso donde se nota una evolución a un ritmo adecuado desde los más general hasta unos conocimientos más avanzados.
Como cosa a mejorar  enfatizar un poco más a nivel de programación.
Ha sido una buena elección cursarlo  ¡ha sido de gran utilidad!";Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;Este curso es increíblemente completo;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;El contenido es bueno asi como las explicaciones y los ejercicios  al final del curso no queda mas que practicar y repasar. Me encanto!!;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Bueno el curso  aunque es mucho contenido y muy rápido  agregaría que las explicaciones y ejercicios en python sean traducidos al español ya la materia es pesada de digerir por lo tanto  más difícil se pone si hay que leer en un idioma diferente.;Calificación: 3 5 de 5
Entrenamiento completo en Data Science con Python 2021;Muy bien explicado los conceptos;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Hay que tener una base muy solida de estadística y matemática  sino no se aprovecha. Cuesta entenderlo.;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;Excelente Curso;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;El curso es muy bueno PERO no te contestan tus preguntas.;Calificación: 2 5 de 5
Entrenamiento completo en Data Science con Python 2021;Muy buen curso!..;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Está muy bien  pero quizá es demasiada estadística para mis necesidades;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Voy por la mitad  querría recibir paquete de Tableau;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;Excelente curso  me encanta  bien completo y detallado paso a paso para llegar en cada tema de lo simple a lo complejo.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;"Excelente curso  me encanto el contenido y la metodología que aplica para abordar cada módulo.
Super ameno.!!!";Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Es de mucha ayuda los cuestionarios que hay al finalizar las explicaciones para reforzar los conocimientos  cosa que no todos hacen pero da un plus a todo. Además de un excelente material y contenido.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Hasta el tema en el que me encuentro (estadística) ha sido una forma de recordar algunas temáticas de la universidad  espero que pueda desarrollarlas con ayuda de Python a futuro. Vamos a ver como avanza.;Calificación: 3 5 de 5
Entrenamiento completo en Data Science con Python 2021;muy claro en el contenido / very clear on its content;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Siempre había querido un curso donde se empezara de lo mas sencillo y básico  ademas explicando sus aplicaciones e importancia en la vida real  y la verdad lo encontré con este curso  información de muy buena calidad  muchas gracias.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Fantástico y bien estructurado;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Es un curso excelente  asi de simple  quien quiera aprender ciencia de datos de forma practica  profesional y facil de entender  esta en el lugar indicado.;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;BUENA LECCION;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Excelente eleccion;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;Lo que esperaba  Un curso de Data Science en español.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Me parece que dan explicaciones muy claras y muy facil de entender;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Es muy importante distinguir entre Analisis y Analitca. Al termino de este segmento me queda claro que es cada una de ellas. Muchas Gracias;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Me encantó!;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Si fue una buena eleccion.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;El curso ha sido muy intersante;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;Buenos ejemplos  información clara para cualquier persona.;Calificación: 2 5 de 5
Entrenamiento completo en Data Science con Python 2021;Creo que es un curso excelente para empezar a entender la ciencia de datos;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Me interesa este tema y no habia encontrado una guia que me permitiera adentrarme en este tipo de conocimiento hasta ahora;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;En verdad no lo recomiendo. Al principio parece muy bueno  pero conforme avanza se complica demasiado. Las explicaciones no son claras  además  tiene errores en los vídeos que terminan de confundir más a quien toma el curso. De repente sacan valores sin explicad de donde o cómo salen o dan instrucciones de operaciones sin explicar su razón de ser. En la parte de estadística no estaría nada mal que se apoyaran con una presentación constante de curvas normales  pero no lo hacen. En fin  un curso intragable. Lo dejé a menos de la mitad  al encontrar errores en los vídeos que te hacen perder un montón de tiempo en tratar de entender de dónde salen las cifras. Me parece que no es un curso de fiar.;Calificación: 1 0 de 5
Entrenamiento completo en Data Science con Python 2021;Excelente Curso. Un curso bien estructurado.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Ya me llego por la mitad! Muchas gracias por el curso  es una maravilla!;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Si me gusto;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;Simplemente Excelente. Muchas Gracias!;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Muy buen curso  excelente explicación y ejemplificación de problemas complejos.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;I think some more examples can be shown;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;Excelente  los conceptos super bien explicados.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Me aclaró los términos esenciales cómo lo son análisis y analítica;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;fue una buena elección aunque las finanzas son un campo nuevo para mí.;Calificación: 3 0 de 5
Entrenamiento completo en Data Science con Python 2021;lo había postergado por otros cursos que compre  pero es un curso muy interesante  muy favorable la técnica de enseñanza  logran interesarnos y nos ayuda a entender muchos conceptos  y dar una vista mas amplia de los mismos así como el entrelazado de conceptos y aplicaciones;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;posee muchas información útil para aplicar en día a día de una empresa.;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;Me siento bastante emocionado con lo que he visto hasta el momento;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;El contenido ha sido bastante diregible y comprensible  todo lo que ponen de ejemplos se entiende muy claro.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Es un buen curso  completo. Donde podrás aprender desde lo básico hasta un nivel donde ya te puedas guiar por tu cuenta.;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Todo muy bien  aunque no me queda muy clara la explicación o diferencia entre cuantitativo-cualitativo para análisis;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;hasta ahora claro y conciso en sus explicaciones;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;Excelente curso;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Hasta el momento  los procesos de enseñanza han sido muy efectivos  videos  audio  ejercicios  se encuentran muy bien estructurados lo que ha permitido que sean clases muy amenas e instructivas. Lo recomiendo ampliamente.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Excelente;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;I love the videos  it was clearly and easy to understand the content.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;si  es un curso que aborda temas que ya conocia pero de una manera asombrosamente clara. Resumen muy bien conceptos y permite aplicarlos en python;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;La metodología es bien dinámica y de fácil comprensión. Así mismo  la plataforma permite acceder a mi curso en cualquier lugar y sin necesidad de tener una computadora a la mano.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Está muy bien explicado y la forma en cómo está diseñado va paso a paso. Excelente curso;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Espero que sí. Veremos cómo sigue.;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Excelente Curso  te lleva de lo básico a lo más complejo y te pone ejercicios para practicar.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Curso muy completo y extenso para entender este tema.;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Por ahora creo que ha sido buena elección.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Muy completo  buenas explicaciones y excelente ejercicios de practica.;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;Recien comienza el curso;Calificación: 3 5 de 5
Entrenamiento completo en Data Science con Python 2021;hasta ahora las clases son muy dinamicas y dan la oportunidad de parar  retroceder y volver para poder entender al maximo los temas.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;El curso está bien estructurado y sus conceptos están bien explicados  pero la verdad me resultó sumamente aburrido ya que las ciencias de datos no son para mí  sin embargo  considero que contiene demasiada teoría poco aplicable a la vida real  muchas ilustraciones pero no se explican a detalle como realizar algunos ejercicios. Sólo lo recomendaría para alguien a quien le gusten estos rollos aburridos de números y programación  de otra forma pasarlo por alto. Aún así se agradece el empeño de los profesores  tal vez con buena intención pero sin llegar a cumplir su objetivo.;Calificación: 3 0 de 5
Entrenamiento completo en Data Science con Python 2021;asi es. perfecta;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Didáctico y progresivo. Ejercicios oportunos y provechosos;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;hasta ahora una introducion a la linguistica de la materia muy bien organizada;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;en lo que va del curso he recordado conceptos que habia olvidado y descubierto otros nuevos  ha sido hasta ahora una excelente aventura.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Buen curso para entender la ciencia de datos  principio de redes neuronales y Aprendizaje automático  también python actualmente el mas usado.;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Muy didáctico y divertido;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Buenos datos;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;Muy buen curso.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Es usual la utilización de los términos indistintamente. Ahora lo tengo claro.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;He aprendido algunos conceptos fundamentales de la ciencia de datos  y para mí  que parto desde cero  ha sido muy útil.;Calificación: 4 5 de 5
Entrenamiento completo en Data Science con Python 2021;Me parece que si ha sido buena la elección del curso  simple y conciso. Muy comprensible sus conceptos y te llevan de la mano  a obtener el conocimiento. Gracias!;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Apenas voy comenzando el curso  pero es muy interactivo y los vídeos están muy bien estructurados e ilustrados.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Excelente informacion;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Hasta ahora me ha ubicado mas claramente acerca de la Ciencia de Datos  aunque esperaba -todavía espero- que profundice en ciertos aspectos como procesamiento de datos -no sé si estaré equivocado y deba estudiar esto por aparte-;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;como lo dice el mismo curso a mucha información que maneja y no todos lo curso ofrecen esto.;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;no es posible que califique en este momento si fue o no una buena eleccion  sin embargo va bien  simple y directo para comprender terminos con los cuales no estoy bien familiarizado;Calificación: 4 0 de 5
Entrenamiento completo en Data Science con Python 2021;Ha sido muy explicito y detallado  siendo más fácil relacionarse con la terminología;Calificación: 5 0 de 5
Entrenamiento completo en Data Science con Python 2021;Tratamiento de la información en forma clara  intuitiva y amigable;Calificación: 5 0 de 5
